OBJECTID,County,Acres,Install Type,Urban or Rural,Combined Class,Distance to Substation (Miles) GTET 100 Max Voltage,Percentile (GTET 100 Max Voltage),Substation Name GTET 100 Max Voltage,HIFLD ID (GTET 100 Max Voltage),Distance to Substation (Miles) GTET 200 Max Voltage,Percentile (GTET 200 Max Voltage),Substation Name GTET 200 Max Voltage,HIFLD ID (GTET 200 Max Voltage),Distance to Substation (Miles) CAISO,Percentile (CAISO),Substation CASIO Name,HIFLD ID (CAISO),Solar Technoeconomic Intersection,Shape__Area,Shape__Length
1,Alameda County,1.67263908679117,Rooftop,Urban,Rooftop - Urban,0.162731975570677,0 to 25th,Dixon Landing,309200.0,2.27228273078495,0 to 25th,Los Esteros,310258.0,2.27228273078495,0 to 25th,Los Esteros,310258.0,Within,6768.95467948914,365.80133565156
